,peri_title,comm_title,ques_title,excl_title,peri_text,comm_text,ques_text,excl_text,title_length,text_length,title_words
20908,0,0,0,0,7,6,0,0,62,999,8
42165,0,0,0,0,1,1,0,2,87,304,14
3643,0,0,0,0,18,11,0,0,72,1709,11
23255,0,0,0,0,35,38,0,0,88,3995,15
16314,0,1,0,0,49,54,0,0,59,5945,10
19830,0,0,0,0,29,19,2,1,53,2223,9
36284,0,0,0,1,16,18,1,1,97,2849,15
6489,2,1,0,0,56,38,1,2,68,5508,11
1174,0,0,1,0,42,57,1,0,57,8456,10
31035,0,0,1,0,7,7,1,0,49,1001,8
41255,0,1,1,0,37,25,4,25,123,3525,18
16850,0,0,0,0,24,26,0,0,66,3172,10
9825,2,0,0,0,3,4,0,0,72,550,11
12637,0,1,0,0,48,46,0,0,67,5535,9
17157,0,0,0,0,12,17,0,0,67,1831,11
33574,0,0,0,0,2,1,0,1,115,159,18
375,0,0,0,0,13,13,0,0,64,1556,9
30516,0,0,0,0,30,30,0,1,75,3114,13
37276,0,0,0,0,13,2,0,0,91,1333,13
35881,0,0,0,0,45,32,0,0,104,4026,14
6105,0,1,0,0,33,19,0,0,72,2846,10
15623,0,0,0,0,8,10,0,1,63,1130,9
31037,0,1,0,0,30,47,6,0,144,4259,22
16001,0,0,0,0,38,17,0,1,65,2641,9
12919,0,2,0,0,5,10,0,0,77,1241,11
12025,0,0,0,0,21,22,0,0,62,2798,12
4704,0,0,0,0,30,24,0,0,61,3428,9
12610,0,0,0,0,13,15,0,0,73,1702,9
22595,0,0,0,0,20,24,0,0,95,3113,13
2240,0,0,0,0,39,35,1,1,78,3763,12
21875,0,1,0,0,23,19,0,1,70,2506,13
29888,0,0,0,0,20,9,1,0,101,1961,16
41016,0,0,0,1,0,0,0,0,138,1,22
4100,0,0,0,0,23,23,0,0,75,2628,10
32179,0,1,0,1,6,9,0,0,157,844,25
5333,2,0,0,0,33,40,0,0,60,4354,9
9956,0,0,0,0,19,18,0,0,62,2384,8
39115,0,0,0,0,14,15,0,0,123,2117,20
32557,0,0,0,0,28,23,5,3,102,3482,16
12572,0,1,0,0,14,15,0,0,53,1604,7
17154,0,3,0,0,2,4,0,0,66,384,9
2412,0,0,0,0,40,35,1,1,54,4813,9
38338,0,1,0,0,9,16,0,0,100,1340,15
41067,0,0,0,1,0,0,0,0,138,1,20
1841,0,0,0,0,2,1,0,0,66,340,11
17242,0,1,0,0,32,33,0,0,65,3036,10
5047,0,0,0,0,10,4,0,0,82,1043,12
17409,0,0,0,0,30,22,0,0,62,2980,9
2391,0,0,0,0,21,24,1,0,58,2893,9
224,0,0,0,0,37,48,0,0,64,5431,12
40053,1,0,0,0,16,15,3,1,90,1911,15
13368,0,0,0,0,35,29,0,0,67,4809,10
5092,0,0,0,0,17,10,0,0,55,1530,8
36508,0,0,0,0,2,1,0,0,96,198,17
29496,0,0,0,0,14,17,0,0,87,1903,15
2689,0,0,0,0,16,12,0,0,48,1491,8
14377,0,0,0,0,3,1,0,0,84,492,14
8754,2,1,0,0,30,25,0,0,75,2874,11
44619,0,0,0,0,12,17,1,0,85,3169,13
17607,0,0,0,0,26,12,0,0,63,1980,11
20471,0,0,0,0,9,14,0,0,58,1521,7
41809,0,1,1,0,21,31,2,1,135,3046,19
32353,1,0,0,0,7,8,0,2,71,796,12
27115,0,0,0,0,38,50,1,0,72,3491,15
19821,2,1,0,0,9,2,0,0,61,496,10
38163,0,1,0,0,19,35,3,1,60,2879,10
2265,0,0,0,0,21,15,0,0,78,2552,12
3732,0,0,0,0,41,31,0,0,60,5151,8
42028,0,0,0,1,5,1,1,0,74,229,13
41054,0,0,0,0,26,17,3,0,78,2331,11
40094,0,0,1,0,7,6,2,0,98,974,15
418,2,0,0,0,36,24,0,0,67,4020,9
14850,0,0,0,0,55,48,0,0,77,5718,13
11651,0,0,0,0,12,14,0,0,52,1710,9
1871,0,0,0,0,27,20,0,0,65,3113,8
40338,0,0,0,0,5,11,0,0,106,1017,15
18955,0,1,0,0,31,59,0,0,72,5364,10
14719,0,0,0,0,10,11,0,0,68,1532,10
20876,0,0,0,0,16,13,0,0,75,1955,11
42051,0,0,0,1,15,10,1,0,148,1423,24
42402,0,0,0,0,16,8,0,0,118,1759,16
30827,0,0,0,0,18,23,1,0,89,2827,15
11043,0,1,0,0,19,18,0,0,69,2508,11
11828,0,1,0,0,13,13,0,0,63,1288,10
22728,0,0,0,0,18,22,0,0,90,2270,16
44837,1,1,0,0,31,19,7,0,56,4135,9
27414,0,0,0,0,23,25,0,0,82,2640,16
16909,0,0,0,0,8,8,0,0,46,1065,10
12896,2,0,0,0,4,3,0,0,71,460,10
19599,0,0,0,0,6,14,0,0,44,1075,7
17375,0,0,0,0,17,21,0,0,59,2664,9
28567,0,1,0,0,13,10,0,0,86,1810,11
12659,0,0,0,0,11,8,0,0,64,1412,9
16071,0,0,0,0,12,8,0,0,87,1615,13
30730,0,0,0,1,19,12,1,1,88,2209,16
5139,0,0,0,0,17,12,0,0,69,2315,10
41114,0,0,0,0,27,25,3,1,87,3317,17
10538,1,0,0,0,6,7,0,0,71,736,9
2881,2,0,0,0,25,17,0,0,63,2441,11
16829,0,1,0,0,25,13,0,0,59,3069,11
20899,0,1,0,0,2,2,0,0,74,337,11
2450,2,1,0,0,21,22,0,0,96,2173,15
31287,0,0,0,0,54,33,1,0,132,4175,22
17543,0,0,0,0,6,3,0,0,57,918,10
43063,0,0,0,0,13,14,0,0,127,2077,19
20140,0,0,0,0,9,14,0,0,58,1431,8
10898,0,0,0,0,48,34,0,0,48,5428,7
11354,2,0,0,0,4,3,0,0,80,390,10
23100,0,0,0,0,16,22,0,2,77,2226,10
40034,0,0,0,1,6,5,0,0,88,638,14
34535,0,2,0,0,0,0,0,0,87,1,13
26175,0,0,0,0,24,25,2,0,86,3619,11
16091,2,1,0,0,19,23,0,0,60,1864,10
22386,0,0,0,0,24,26,1,0,92,2793,16
38957,0,0,0,1,21,20,0,0,135,2386,20
2939,0,0,0,0,9,7,0,0,51,695,8
3114,0,0,0,0,8,5,0,0,68,735,12
42310,0,0,0,0,23,24,0,3,123,3444,20
6913,2,1,0,0,13,5,0,0,63,1158,11
20151,0,0,0,0,23,21,0,0,76,3023,9
42647,0,0,0,0,37,41,5,8,91,4855,15
4544,2,0,0,0,3,1,0,0,65,168,9
37134,0,0,0,0,11,7,0,1,177,1406,29
20484,0,0,0,0,11,14,0,0,62,1282,10
18920,0,0,0,0,12,7,0,0,64,1725,10
25774,0,0,0,0,10,15,0,0,77,1901,14
12152,0,0,0,0,17,26,0,0,57,1909,9
40997,0,0,0,0,8,15,0,0,121,921,20
24454,0,0,0,0,35,31,4,3,110,4343,16
37603,0,0,0,0,2,0,1,0,78,43,11
8087,0,0,0,0,26,11,0,0,64,2147,10
11040,0,1,0,0,21,20,0,0,57,2706,8
42242,0,0,0,0,30,36,2,0,86,5420,14
23969,0,0,0,0,21,16,1,0,88,3167,12
14335,2,1,0,0,13,16,0,0,67,1893,7
7333,0,0,0,0,30,20,0,0,67,3206,11
17839,0,0,0,0,25,13,0,0,60,2396,10
33702,0,1,1,0,11,7,0,0,132,871,23
25687,0,0,0,0,26,31,0,1,85,3755,13
35962,0,0,0,1,9,2,1,1,78,906,10
4737,0,0,0,0,33,39,0,0,53,4427,8
21347,0,0,0,0,44,45,0,0,70,4581,8
8127,0,0,0,0,37,24,0,0,47,3407,9
41672,0,0,0,0,15,23,2,1,136,3286,19
42701,0,0,0,0,32,42,5,0,106,3893,16
41481,0,0,0,0,7,9,0,0,114,1360,18
7768,0,0,0,0,44,52,0,0,63,5373,10
42428,0,1,0,0,22,19,0,0,124,2989,16
26197,0,0,0,0,21,18,0,2,79,2044,13
2622,1,1,0,0,7,3,0,0,70,796,11
28790,0,0,0,0,30,30,1,1,86,3816,15
17721,0,1,0,0,19,18,0,0,62,1939,9
26366,0,0,0,0,22,20,1,0,96,1912,16
7743,0,0,0,0,38,47,1,0,67,4394,9
38897,0,0,1,0,17,10,1,0,82,1885,13
14168,0,0,0,0,17,14,0,0,78,1727,11
37745,0,0,0,0,37,32,0,1,71,4274,10
21562,0,1,0,0,27,23,0,0,82,2976,13
35235,0,0,0,0,3,1,0,0,109,387,15
3659,0,0,0,0,5,3,0,0,57,515,9
8883,0,0,0,0,24,28,0,2,58,3376,8
2772,0,1,0,0,26,24,0,0,75,3783,11
1626,0,0,0,0,5,0,0,0,75,539,12
27545,0,1,0,0,16,12,0,0,71,1941,14
25494,0,0,0,0,18,27,0,0,70,2202,11
36664,0,0,0,0,7,3,0,1,83,764,13
31984,0,2,0,2,36,25,2,5,84,3091,12
29690,0,0,0,0,15,15,1,0,91,1967,16
37126,0,0,0,0,0,0,0,0,46,1,7
37529,0,0,0,2,2,1,4,1,91,371,16
31212,0,1,0,1,15,15,2,2,145,2160,22
39485,0,0,0,0,18,14,2,1,118,2602,20
6878,2,0,0,0,27,24,0,0,69,2571,10
35076,0,0,0,0,1,1,0,2,73,146,12
21447,0,1,0,0,20,35,0,0,88,2102,13
3778,2,0,0,0,8,7,1,0,67,631,10
38487,1,0,0,0,44,42,1,1,109,4206,16
19077,0,0,0,0,32,29,0,0,65,4745,10
9115,0,0,0,0,3,2,0,0,63,501,11
33590,0,0,0,0,2,2,0,0,106,188,17
36804,0,0,0,0,18,25,0,0,85,2897,15
42262,0,0,0,0,1,1,0,0,67,165,11
4768,0,0,0,0,10,3,0,0,53,957,7
19196,0,0,0,0,10,12,0,0,71,1933,11
15333,0,0,0,0,2,3,0,0,64,405,11
31433,0,0,0,0,12,6,0,0,59,1072,9
43891,0,1,0,0,6,11,0,3,71,845,12
9966,0,0,0,0,39,30,0,0,60,4723,10
3930,0,1,0,0,12,2,0,0,52,751,9
14415,0,0,0,0,28,50,0,0,58,4448,8
24600,0,0,0,0,15,19,3,0,80,1939,12
9175,0,0,0,0,5,3,0,0,66,359,10
44696,0,0,0,0,13,14,0,0,78,1743,11
37172,0,0,0,0,13,9,0,0,100,1440,14
23834,0,0,0,0,35,25,1,0,97,3309,15
11822,0,0,0,0,2,4,0,0,82,503,13
35764,0,0,0,0,26,26,1,0,96,3135,17
29937,0,1,0,0,24,30,0,0,92,2679,16
14901,0,1,0,0,55,44,2,1,59,5550,10
37890,0,0,0,2,1,0,1,1,61,142,9
31826,2,0,0,0,15,10,1,7,100,1477,18
1814,0,0,0,0,45,36,0,0,58,5400,9
23706,0,0,0,0,24,26,0,0,53,3264,9
28516,0,1,0,0,39,49,1,1,99,4370,18
7017,0,4,0,0,11,4,0,0,66,1169,10
1243,2,0,0,0,23,14,0,0,76,2163,12
8708,0,0,0,0,45,36,0,0,54,5046,10
10966,1,0,0,0,21,11,0,0,60,2329,12
8100,0,0,0,0,17,11,1,0,61,1584,11
10820,0,0,0,0,15,19,0,0,67,1940,10
24060,0,0,0,0,18,27,0,0,75,2636,12
6656,1,0,0,0,9,8,0,0,59,1115,10
43684,0,1,1,0,12,8,1,0,83,1568,13
13516,0,0,0,0,14,21,0,0,67,2240,9
41867,1,0,0,0,11,18,0,0,76,1101,13
14161,0,1,0,0,6,8,0,0,74,904,13
17469,0,1,0,0,22,14,0,0,68,2031,12
14522,0,0,0,0,10,14,0,0,74,1350,10
26420,0,0,0,0,15,8,0,0,60,2090,8
19777,0,0,0,0,4,8,0,0,52,799,8
2934,0,0,0,0,16,13,0,0,51,2472,8
25432,0,0,0,0,16,23,0,0,80,2133,15
6876,0,1,0,0,23,12,0,0,67,1690,11
4003,2,0,0,0,50,32,0,0,72,4605,11
789,0,1,0,0,27,31,0,0,67,4000,13
23673,0,0,0,0,15,21,0,0,75,1965,12
25853,0,0,0,0,31,14,7,2,88,2744,13
16552,0,0,0,0,23,41,0,0,59,3323,8
2408,2,0,0,0,15,14,1,0,57,2107,8
24751,0,0,0,0,13,17,0,0,84,2096,11
28330,0,0,0,0,14,22,0,0,66,1789,10
36002,0,0,0,0,58,78,1,0,111,8055,18
28575,0,0,0,0,11,16,0,0,86,2087,11
7756,0,1,0,0,4,6,0,0,76,609,11
27994,0,0,0,0,16,19,1,0,85,2322,13
32816,0,0,1,0,20,26,1,1,93,2288,15
31095,0,0,0,0,30,38,1,0,87,4178,16
6215,0,1,0,0,32,17,0,0,77,2313,12
44617,0,0,1,1,1,3,1,0,54,194,9
31454,0,0,0,0,42,33,0,0,117,4793,19
44720,0,0,0,1,3,13,0,3,55,843,11
19866,2,0,0,0,7,5,0,0,70,689,11
32308,0,0,0,1,21,44,0,2,107,3417,17
29245,1,0,0,0,14,15,0,0,83,2003,14
33077,0,1,0,1,2,0,1,0,85,59,12
27141,0,0,0,0,13,10,2,0,75,1784,11
25431,0,0,0,0,12,10,0,0,65,1804,10
42993,0,0,0,1,14,13,1,8,109,2005,19
20598,0,0,0,0,10,9,0,0,63,1322,9
624,0,0,0,0,5,2,0,0,59,333,8
927,0,0,0,0,40,37,0,1,48,4377,8
20649,2,1,0,0,18,28,0,0,57,2086,10
21341,0,0,0,0,11,8,0,0,43,864,7
35385,0,1,0,1,59,29,2,0,88,4623,14
22421,0,0,0,0,17,21,1,0,78,2501,13
2121,0,0,0,0,5,6,0,0,76,583,10
16345,0,0,0,0,17,24,0,0,69,2017,9
20143,0,0,0,0,6,2,0,0,69,1160,11
15048,0,0,0,0,6,4,0,0,70,714,12
11363,0,0,0,0,21,14,0,0,69,2580,11
36589,0,0,0,0,18,25,0,0,123,2746,17
38179,0,0,0,0,97,72,3,0,126,9985,18
28755,0,0,0,0,17,9,1,0,63,2087,11
41384,1,0,0,0,11,6,1,0,70,1567,11
772,0,0,0,0,18,23,0,0,61,2356,9
27295,0,0,0,0,14,18,1,0,74,2006,9
17822,0,1,0,0,46,47,0,0,60,5405,9
36710,0,2,0,0,2,2,0,0,61,221,11
3921,0,0,0,0,32,39,0,0,62,3830,10
31250,0,0,0,0,23,23,0,0,87,4072,12
32004,1,0,0,0,18,33,0,0,141,2273,21
29904,0,0,0,0,18,28,0,0,69,3003,13
39860,0,0,0,2,11,11,2,6,127,2009,19
5592,0,0,0,0,44,46,0,0,60,5899,9
35413,0,0,0,1,3,1,0,0,98,230,15
43571,0,0,0,0,48,80,1,0,86,8766,15
32367,0,0,0,0,14,7,4,2,69,1797,13
42002,0,0,0,0,11,12,0,1,105,1497,17
15453,2,1,0,0,61,47,0,2,90,6076,14
31060,0,0,0,0,56,20,1,0,85,3153,13
7522,2,0,0,0,12,4,0,0,71,640,11
1828,2,0,0,0,9,10,0,0,67,1376,9
32003,0,0,0,0,6,3,0,0,112,732,15
3952,2,1,0,0,39,21,0,0,74,3602,12
36823,0,0,0,0,12,20,0,0,115,2502,16
16050,0,0,0,0,46,55,0,0,59,5624,9
2546,0,0,0,0,13,14,0,0,59,2185,8
19256,1,1,0,0,7,6,0,0,58,508,9
7422,0,1,0,0,26,43,0,0,42,4315,8
27031,0,1,0,0,31,46,1,0,95,4150,13
17727,2,0,0,0,5,4,0,0,82,645,13
23476,0,0,0,0,17,16,0,0,68,1553,11
38737,0,0,0,0,10,22,1,1,142,2297,21
28290,0,0,0,0,13,12,1,0,75,1251,11
7339,0,0,0,0,45,43,0,0,62,4988,9
19060,0,0,0,0,28,48,0,0,56,3822,10
4662,0,0,0,0,6,4,0,0,59,488,11
44744,0,1,0,0,5,6,0,0,80,658,15
1915,0,0,0,0,43,47,0,0,70,4360,13
24581,0,1,0,0,36,34,9,2,92,3962,16
9549,0,0,0,0,21,10,0,0,59,2430,10
41499,0,0,0,0,17,20,1,0,80,1791,11
6181,0,0,0,0,55,60,0,0,62,6941,11
6072,0,0,0,0,26,18,0,0,52,2554,9
9425,0,2,0,0,34,44,1,0,60,4625,9
35709,0,0,0,1,8,5,0,0,57,1499,9
18888,0,1,0,0,19,23,0,0,65,2637,9
16462,0,0,0,0,2,2,0,0,78,245,11
7640,0,0,0,0,33,41,0,0,71,4008,13
2349,2,0,0,0,17,10,0,0,45,1323,7
16787,0,0,0,0,5,10,0,0,66,791,10
26538,0,0,0,0,27,16,0,2,80,2614,12
29809,0,1,0,0,15,16,2,0,91,2093,16
25906,0,0,0,0,26,34,5,0,87,3361,13
17161,0,1,0,0,16,20,0,0,63,2258,9
36321,2,0,1,0,39,20,1,0,119,3913,19
44364,2,1,0,0,57,61,2,0,79,7022,13
16573,0,0,0,0,16,16,0,0,68,1656,11
23932,0,0,0,0,15,11,0,2,84,2019,12
9632,0,0,0,0,42,37,0,0,70,4628,8
38740,0,0,0,1,15,18,2,1,75,2737,14
33825,0,0,0,0,42,24,0,0,112,3687,15
25005,0,0,0,0,29,16,0,1,79,2723,13
44426,0,0,0,0,95,84,3,0,67,9726,13
4804,0,1,0,0,46,26,0,0,80,4668,13
576,2,0,0,0,23,14,0,0,65,2750,10
8509,0,1,0,0,18,13,0,0,66,2586,11
12251,0,0,0,0,28,32,0,0,52,4222,8
8180,1,0,0,0,40,43,0,0,65,4248,11
31,0,0,0,0,14,15,0,0,53,1375,8
21102,0,0,0,0,8,6,0,0,53,1070,10
262,0,0,0,0,5,5,0,0,47,397,6
27048,0,0,0,0,16,15,0,0,94,2069,14
38984,0,0,0,0,30,31,0,0,83,4001,12
35871,0,0,0,0,22,30,0,0,140,3923,20
35547,0,0,0,0,16,23,1,0,67,2761,12
36681,0,0,0,0,8,6,1,0,70,981,11
13527,0,1,0,0,28,31,0,0,71,3550,11
17134,2,0,0,0,16,19,0,0,67,2196,10
31594,0,0,0,0,16,8,1,0,157,1411,24
27185,0,0,0,0,15,20,0,0,63,2156,10
13550,0,0,0,0,22,21,0,0,58,3159,9
10444,2,0,0,0,18,13,0,0,65,1652,11
661,0,0,0,0,10,10,0,0,54,716,8
42635,0,0,0,0,17,16,0,0,125,1955,18
12300,0,0,0,0,4,3,0,0,53,580,8
26907,0,0,0,0,68,50,8,0,86,5004,14
14021,0,0,0,0,7,9,0,0,51,975,8
26650,0,0,0,0,12,18,0,1,73,2217,11
2671,0,0,0,0,7,2,0,0,50,389,8
22051,0,0,0,0,24,22,4,2,90,2615,13
36277,2,0,0,0,19,23,0,0,84,2749,15
17241,0,0,0,0,5,9,0,0,72,1079,12
19496,0,0,0,0,11,12,0,0,59,1292,9
21176,0,0,0,0,20,20,0,0,69,2499,9
13285,0,0,0,0,18,14,0,0,62,2082,10
37057,0,1,0,0,13,4,0,3,119,1938,19
26847,0,0,0,0,24,24,0,0,85,2216,15
44109,0,0,0,0,48,49,6,0,62,4709,10
1749,0,1,0,0,27,33,0,0,63,3819,11
8955,0,1,0,0,33,29,0,0,48,4176,8
41178,0,0,0,0,5,5,6,0,103,1664,13
36733,0,0,1,0,8,5,1,0,90,1266,14
12031,0,0,0,0,16,13,0,0,67,2081,11
2078,2,0,0,0,8,2,0,0,83,592,13
24432,0,0,0,0,24,13,0,0,94,1983,14
15343,0,0,0,0,3,2,0,0,64,492,9
8423,0,0,0,0,22,23,0,0,55,2469,8
22685,0,0,0,0,15,16,0,0,79,1821,11
39597,2,0,0,0,23,9,1,0,124,3121,20
8227,2,1,0,0,6,7,0,0,72,483,11
33472,0,0,0,0,0,0,0,0,46,1,8
27013,0,0,0,0,32,40,1,0,82,2992,12
33900,0,0,1,0,12,8,0,1,94,1950,13
16873,0,0,0,0,33,33,0,0,76,4075,10
43328,0,0,0,0,30,29,0,0,102,3923,16
11052,0,0,0,0,2,8,0,0,52,469,7
8980,2,0,0,0,7,3,0,0,61,577,9
24265,0,0,0,0,19,23,1,1,81,2381,14
34819,0,0,0,0,28,15,0,0,91,2075,14
39246,0,0,0,1,47,31,1,0,130,4416,19
18815,0,0,0,0,13,14,0,0,63,1843,7
26844,0,0,0,0,19,36,2,0,41,2585,6
17753,0,0,0,0,19,18,0,0,60,2528,10
85,0,1,0,0,94,65,6,0,74,7858,12
1659,0,1,0,0,13,2,0,6,73,1090,11
39935,0,0,0,0,66,35,2,1,87,5694,11
5679,0,0,0,0,3,2,0,0,72,455,11
660,2,0,0,0,33,30,0,0,60,3589,9
40028,0,0,0,0,16,25,1,0,118,2155,21
27834,0,0,0,0,28,17,0,0,88,3644,14
3674,0,1,0,0,45,66,0,0,61,6866,10
44659,0,0,1,0,127,122,15,0,75,16809,12
10143,0,0,0,0,20,16,0,0,64,2563,10
8001,2,1,0,0,32,20,0,0,66,2825,10
36404,0,0,0,1,2,0,0,0,100,250,16
27026,0,0,0,0,41,30,9,3,96,3636,14
31289,0,0,0,2,21,28,1,1,118,2398,15
29022,0,0,0,0,17,19,4,0,87,2263,16
2742,0,0,0,0,25,24,0,0,75,2521,9
27944,0,0,0,0,15,10,0,2,97,2081,15
5407,0,1,0,0,6,4,0,0,74,470,12
26150,0,0,0,0,28,37,3,0,79,3168,15
26465,0,0,0,0,23,19,0,0,76,2178,14
25669,0,1,0,0,23,18,1,0,84,1922,13
22049,0,0,0,0,25,19,0,0,66,1922,11
842,2,0,0,0,2,3,0,0,73,516,11
36495,0,0,0,0,5,2,1,0,73,883,12
5928,0,0,0,0,36,36,1,0,58,3573,8
16793,0,0,0,0,30,34,0,0,79,3979,14
39828,2,0,1,0,17,22,0,0,83,2304,13
27161,1,0,0,0,26,17,0,0,82,2869,11
520,0,0,0,0,2,0,0,0,59,498,9
44627,0,0,0,0,34,22,0,0,89,4822,15
15448,2,1,0,0,30,35,0,0,73,3184,12
29527,0,1,0,0,15,13,2,3,100,1923,15
23821,0,0,0,0,11,24,1,1,78,1411,10
38432,0,0,0,0,3,1,0,0,71,345,12
24741,0,0,0,0,37,42,3,0,76,4787,11
13327,0,1,0,0,32,28,0,0,87,3968,14
2210,1,0,0,0,12,7,0,0,80,1267,13
21331,2,0,0,0,13,4,0,0,66,787,11
37526,0,0,0,0,0,0,0,0,52,179,9
2291,2,0,1,0,23,21,0,0,57,2460,10
10324,0,0,0,0,4,5,0,0,66,544,11
20864,0,0,0,0,43,38,0,0,44,3757,6
20226,0,1,0,0,11,16,0,0,70,1432,9
748,2,0,0,0,22,21,0,0,62,2638,9
17921,0,0,0,0,50,63,0,0,54,6426,9
3708,0,2,0,0,4,4,0,0,68,468,11
26834,0,0,0,0,13,27,1,0,57,1940,9
39515,0,3,0,1,30,39,4,5,111,3873,17
21536,1,0,0,0,14,16,0,2,94,2048,14
20279,0,0,0,0,6,9,0,0,60,1066,10
33871,0,0,0,1,9,10,0,0,102,1375,16
5862,2,1,0,0,43,27,0,0,74,3587,12
19606,0,0,0,0,46,46,1,0,64,5197,10
12666,2,0,0,0,20,18,0,0,75,1618,13
61,0,0,0,0,15,10,0,0,51,1479,10
7332,2,0,0,0,50,37,0,0,60,4820,9
2726,2,0,0,0,20,15,0,0,62,2713,9
22562,0,0,0,0,16,24,2,0,90,2337,10
31419,0,0,0,0,18,12,3,6,85,2343,15
37201,0,0,0,0,51,53,0,0,82,6622,9
3380,2,1,0,0,4,1,0,0,53,417,8
43051,0,0,2,0,39,47,0,0,143,5018,23
2283,0,0,0,0,16,9,0,0,60,1588,11
25236,0,0,0,0,30,23,2,1,98,3715,14
1179,0,2,0,0,20,5,0,4,71,1170,13
37593,0,0,0,1,4,10,0,0,111,767,17
34235,0,0,0,0,46,15,1,0,153,4350,22
25474,0,0,0,0,13,22,2,0,98,2182,18
24372,0,0,0,0,7,16,0,0,87,1224,16
33743,0,0,0,0,26,23,1,0,115,4043,12
39915,0,0,0,1,17,25,0,1,131,2453,21
20639,2,0,0,0,29,17,0,0,76,2460,10
2003,0,0,0,0,19,24,0,0,62,2519,9
31026,0,0,0,0,27,20,2,2,76,2301,13
20233,0,0,0,0,20,19,0,0,63,2480,10
3728,2,0,0,0,63,46,10,0,67,7802,12
5762,0,0,0,0,5,1,0,0,61,403,11
37715,0,0,0,1,0,0,0,0,86,1,14
36697,0,0,0,1,1,2,2,1,64,394,10
11061,0,0,0,0,4,6,0,0,66,778,12
29064,0,0,0,0,22,24,1,2,102,3045,14
37841,0,0,0,0,17,19,0,0,76,2604,11
36151,0,0,0,0,1,0,0,1,125,74,20
5505,0,0,0,0,13,10,0,0,57,1568,9
22055,0,1,0,0,36,36,0,0,83,2992,14
37634,0,0,1,0,11,7,2,2,97,1220,14
18381,0,0,0,0,29,22,0,0,58,2489,11
832,3,0,0,0,40,17,0,0,74,2605,14
32271,0,0,0,2,10,6,0,1,97,1001,15
12018,0,0,0,0,27,28,0,0,73,2955,13
36969,0,0,0,0,12,16,7,0,87,1803,13
3996,0,1,0,0,21,28,0,0,65,2568,10
30842,0,2,0,0,43,37,2,0,145,5029,21
20931,0,0,0,0,10,9,0,0,44,922,7
319,0,0,0,0,10,1,0,0,57,643,9
21664,0,0,0,0,28,19,0,0,82,2891,12
42498,0,1,1,0,18,10,3,0,148,2383,23
28945,0,0,0,0,19,15,0,0,80,1901,14
13150,0,0,0,0,20,22,0,0,55,2610,8
7779,0,1,0,0,33,29,1,0,56,3739,8
5833,2,0,0,0,14,15,0,0,66,1885,10
7091,0,0,0,0,52,55,1,0,62,6171,12
34841,2,0,2,0,5,5,1,0,139,834,21
24172,0,0,0,0,27,24,0,0,89,2924,15
21411,2,0,0,0,28,10,0,0,76,2906,11
37612,0,0,0,1,4,1,0,0,87,117,14
44066,0,0,0,0,9,7,1,0,29,1379,6
33576,0,0,0,1,4,4,1,0,54,660,7
37568,0,0,0,0,23,37,0,0,102,4161,16
20539,0,0,0,0,19,17,0,0,63,3198,9
33299,0,0,0,1,2,0,1,0,110,43,17
38854,0,0,1,0,18,13,1,0,130,2178,20
5774,0,0,0,0,53,37,0,0,67,4566,12
28589,0,0,0,0,18,23,0,0,69,2334,11
30422,0,0,0,0,26,21,0,0,90,3168,12
15682,0,0,0,0,4,2,0,0,61,393,10
13195,0,0,0,0,9,4,0,0,81,651,13
30092,0,0,0,0,20,18,6,0,87,1996,13
43160,0,0,0,0,57,80,0,0,122,8245,16
3363,2,0,0,0,22,24,0,0,67,3043,10
1926,0,0,0,0,8,11,0,0,54,961,9
23838,1,0,0,0,20,21,0,1,101,2755,14
44294,0,1,0,0,7,12,0,1,60,1416,11
14129,0,0,0,0,26,32,0,0,58,4041,8
35982,0,0,0,0,25,15,0,0,59,2880,10
8463,2,0,0,0,63,35,0,0,68,4251,11
44284,0,0,0,0,6,15,0,1,54,1314,10
1015,2,0,0,0,6,4,0,0,56,778,10
10346,0,0,0,0,39,43,0,0,61,4795,8
29169,0,0,0,0,15,9,0,0,79,2103,14
16710,2,0,0,0,33,9,0,0,62,2482,9
30843,0,0,0,1,19,19,0,7,104,2031,14
3932,0,1,0,0,10,10,0,0,72,1107,13
21559,0,0,0,0,21,17,1,2,115,2586,19
22989,0,0,0,0,20,23,0,0,99,2314,15
37237,0,0,0,0,28,18,1,0,63,2772,11
42454,0,0,0,0,1,1,0,1,108,259,16
41593,0,0,0,1,17,15,0,2,118,2270,18
16847,0,0,0,0,7,12,0,0,59,1199,9
30767,0,0,0,0,14,18,0,0,178,1670,29
19147,0,0,0,0,48,65,2,0,78,6904,13
22649,0,0,0,0,39,26,0,4,55,2215,10
5587,0,1,0,0,7,3,0,0,59,567,8
4325,0,0,0,0,39,17,0,0,63,3219,10
28716,0,0,0,0,32,27,2,1,98,3684,16
19964,0,0,0,0,2,1,0,0,72,201,10
3144,0,0,0,0,26,18,0,0,56,2364,10
34821,0,0,0,1,0,0,0,0,106,74,16
30158,0,0,0,0,22,8,1,0,86,2675,15
38734,0,1,0,0,27,27,0,0,151,3895,26
20137,0,0,0,0,38,43,0,0,67,4770,9
40199,0,1,0,0,20,21,1,0,137,2655,21
33084,0,0,0,1,15,13,0,0,78,2065,11
827,0,0,0,0,20,27,0,1,65,2838,10
10675,0,0,0,0,17,15,0,0,54,1811,8
40150,0,0,0,0,7,5,0,0,124,1076,18
43482,0,0,0,0,24,25,1,0,73,3810,9
