,peri_title,comm_title,ques_title,excl_title,peri_text,comm_text,ques_text,excl_text,title_length,text_length,title_words
13178,2,0,0,0,9,8,0,0,75,827,13
35206,0,0,0,1,0,0,0,0,71,90,11
522,2,1,0,0,45,39,0,0,65,3312,11
35568,0,0,0,0,7,4,0,0,77,877,16
1590,2,0,0,0,42,35,0,3,64,4343,9
13576,0,0,0,0,4,2,0,0,79,501,13
32639,0,0,0,0,2,1,0,0,124,209,19
18574,0,1,0,0,12,11,0,0,70,1841,10
31760,0,0,0,0,34,19,0,0,151,2909,23
21860,0,1,0,0,26,29,0,0,97,2974,18
1605,0,0,0,0,10,6,0,0,58,709,9
33569,0,0,1,1,2,1,0,2,83,185,10
28772,0,1,0,0,15,22,3,2,75,2060,15
22534,0,1,0,0,16,19,0,0,94,2240,13
21363,0,1,0,0,37,31,0,0,79,4200,11
31140,0,0,0,0,16,12,0,0,115,1584,18
40521,0,0,0,1,35,56,4,0,90,5481,14
23432,0,0,0,1,34,15,0,0,98,2317,15
41503,0,0,1,0,4,4,0,0,105,590,18
17692,0,2,0,0,24,22,0,0,73,2358,11
22378,0,0,0,0,64,37,9,2,97,3469,16
21760,0,0,0,0,13,32,0,0,93,2382,14
6149,0,0,0,0,5,6,0,0,61,389,11
27927,0,0,0,0,12,10,0,0,88,2184,12
42722,0,0,0,1,97,124,2,0,120,12337,20
36243,0,0,0,1,78,40,2,0,83,5234,14
16524,0,0,0,0,3,4,0,0,69,615,11
5952,0,1,0,0,4,2,0,0,64,568,11
24843,0,0,0,0,35,28,0,0,95,4498,16
24337,0,0,0,0,25,18,2,0,63,2288,7
14429,0,1,0,0,35,30,0,0,63,4069,11
17099,0,0,0,0,21,29,0,0,59,2730,9
16003,0,2,0,0,5,8,0,0,54,1168,9
12891,0,0,0,0,15,8,0,0,74,1350,13
28111,0,0,0,0,16,20,1,0,79,2614,13
44431,0,3,0,0,23,36,0,0,101,2914,14
6845,0,1,0,0,4,4,0,0,75,320,11
42484,0,0,0,0,18,20,0,0,93,2969,17
9055,0,1,0,0,24,26,0,0,56,2610,7
37098,1,0,0,0,16,21,1,0,81,2325,15
37514,0,0,0,0,17,8,0,1,93,1277,14
33649,0,0,0,2,6,3,0,0,55,929,8
39055,0,1,0,0,17,20,3,1,188,2139,34
20111,0,0,0,0,14,11,0,0,51,1918,6
32096,0,0,1,0,21,23,2,0,104,2839,15
24565,0,0,0,0,28,16,1,0,98,3313,17
10674,1,0,0,0,32,23,0,0,45,3383,8
22381,0,0,0,0,24,16,1,0,73,2102,10
31878,0,1,1,0,55,53,1,9,137,6832,20
44730,0,0,0,0,18,20,0,0,44,2187,7
26540,0,0,0,0,23,23,0,0,80,2479,13
27506,0,1,0,0,17,21,0,0,96,2242,16
19736,2,1,0,0,5,5,0,0,53,500,9
3542,0,0,0,0,16,24,0,0,76,2303,9
9244,0,1,0,0,41,45,0,0,70,5287,11
12107,0,0,0,0,18,14,0,0,54,2142,7
25106,0,0,0,0,27,25,10,1,80,2748,11
10532,4,0,0,0,39,31,0,0,66,2868,10
38009,0,1,0,1,28,20,3,0,103,4227,15
6303,0,0,0,0,8,4,0,0,62,824,10
20877,0,1,0,0,8,8,0,0,69,766,11
1982,0,1,0,0,9,6,0,0,67,1186,8
26223,0,0,0,0,11,9,0,2,86,1223,12
29681,0,0,0,0,26,20,3,0,80,1814,13
25004,0,0,0,0,22,12,0,0,84,2514,13
13168,2,0,0,0,26,22,1,0,81,2846,11
10039,0,0,0,0,50,55,0,0,64,7531,9
5090,0,0,0,0,3,1,0,1,58,419,12
39549,0,0,0,0,31,24,4,14,105,3188,13
28700,0,0,0,0,14,17,0,3,66,2100,11
18281,0,0,0,0,2,1,0,0,46,221,8
28435,2,0,0,0,19,22,0,0,57,2110,10
6770,0,0,0,0,17,6,0,0,58,1240,8
30498,0,0,0,0,15,11,0,0,113,1351,21
40696,0,0,0,0,3,2,0,0,92,180,19
25453,0,0,0,0,23,16,1,5,93,3309,15
42330,0,0,0,0,12,11,2,0,110,1824,16
32910,0,0,0,0,0,0,0,0,96,1,13
43313,0,0,0,0,12,25,0,0,103,2358,17
3219,0,0,0,0,32,21,0,0,61,3286,11
14622,0,1,0,0,20,19,0,0,57,3370,11
30292,0,2,0,0,25,20,1,0,96,3024,15
16848,0,0,0,0,21,14,0,0,71,2322,12
21826,2,0,0,0,11,14,1,0,104,1895,15
32217,0,0,0,0,4,0,1,1,82,630,14
35002,0,0,0,1,4,6,0,0,76,692,11
2117,0,0,0,0,38,43,1,0,63,4151,9
10687,0,0,0,0,9,4,0,0,53,806,8
33181,0,0,0,0,11,17,0,0,62,1722,10
16580,0,1,0,0,29,53,0,0,62,4972,11
1771,0,1,0,0,7,5,0,0,76,864,10
34909,0,0,0,0,10,8,0,0,84,1139,11
44210,0,1,0,0,24,43,0,2,78,3980,14
17368,0,0,0,0,41,61,1,0,78,5388,11
38526,2,0,0,0,33,39,1,0,76,3603,11
12,0,1,0,0,8,5,0,1,65,599,11
42115,0,0,0,0,10,25,1,0,91,2192,17
25795,0,1,0,0,14,15,1,0,84,2265,13
2385,0,0,0,0,35,28,0,0,61,2642,10
19650,2,0,0,0,8,3,0,0,74,482,11
33728,0,1,0,0,22,13,0,2,112,2423,16
23168,0,0,0,0,19,14,2,0,103,2442,14
20153,3,0,0,0,17,21,0,0,75,1533,12
18855,0,1,0,0,26,35,0,0,62,3077,10
24479,0,1,0,0,81,80,14,5,99,8287,15
18549,0,1,0,0,3,4,0,0,71,596,10
40001,0,0,0,1,13,6,5,3,78,1988,13
20430,0,0,0,0,15,22,0,0,73,1792,11
30367,0,0,0,0,18,32,0,0,95,2216,15
21498,0,0,0,0,19,16,0,0,87,1692,12
13058,0,0,0,0,22,22,0,0,54,2512,10
42888,0,1,0,0,14,5,0,0,121,1397,21
1837,0,0,0,0,15,12,0,0,70,2213,12
23387,0,0,0,0,10,6,0,0,83,1427,15
32380,0,0,0,0,12,9,3,1,78,1454,13
18327,0,1,0,0,46,53,0,0,62,5793,9
22447,0,0,0,0,17,27,1,0,83,2633,13
28571,0,0,0,0,22,25,1,0,83,2199,12
10726,2,0,0,0,16,17,0,0,72,2203,11
24151,0,0,0,0,70,54,3,1,96,6646,17
29940,0,1,0,0,27,33,1,1,98,4451,13
6171,2,0,0,0,54,56,0,0,74,4951,9
15989,0,0,0,0,8,7,0,0,61,1392,8
11481,0,0,0,0,14,9,0,0,67,1762,9
20910,0,0,0,0,5,3,0,0,71,442,11
14203,0,0,0,0,16,21,0,0,60,2399,8
40638,0,0,0,1,13,8,0,0,111,1160,17
39396,0,2,0,1,15,17,1,0,228,1662,35
40905,0,0,1,0,63,29,14,1,155,5886,25
39929,0,1,0,0,14,12,0,0,112,1499,18
39280,0,0,0,0,15,30,0,0,150,1807,22
6036,0,0,0,0,13,9,1,0,73,919,11
34442,0,0,0,0,27,33,0,0,99,4588,15
26451,0,0,0,0,15,19,0,0,71,2220,11
4136,0,0,0,0,7,2,0,0,65,380,11
38462,0,0,0,1,53,46,4,0,117,7615,19
12890,2,0,0,0,13,10,0,0,62,1186,9
32770,0,0,0,0,17,15,0,0,127,1585,20
17168,0,0,0,0,5,3,0,0,73,650,10
10789,0,0,0,0,23,16,0,0,68,2280,11
14425,0,0,0,0,3,4,0,0,62,590,7
37065,0,0,0,0,18,15,1,0,86,2085,11
38365,0,0,0,0,38,22,1,1,60,4105,10
3062,2,0,0,0,46,23,0,0,68,4148,10
7581,0,0,0,0,15,9,0,0,50,2279,7
34795,0,0,0,2,65,41,2,5,113,6311,18
22812,0,0,0,0,24,27,1,2,87,2809,12
18906,0,0,0,0,4,6,0,0,59,548,8
34459,0,0,0,0,3,1,2,1,93,297,10
2657,0,1,0,0,36,33,0,0,53,3719,8
7738,2,0,0,0,3,2,0,0,67,580,9
7927,0,0,0,0,16,15,0,0,62,1579,7
39981,0,0,0,1,27,20,0,2,184,2280,31
15401,0,0,0,0,4,1,0,0,61,355,10
11734,0,0,0,0,8,7,0,0,64,1079,9
35685,0,0,1,0,60,69,0,0,115,7621,16
25032,0,0,0,0,22,26,1,0,83,3152,12
34230,0,0,0,0,13,13,0,0,109,1766,16
33494,0,0,0,0,12,25,0,0,89,1720,14
42810,0,0,0,1,18,13,1,1,92,1426,13
24286,0,0,0,0,18,23,0,1,92,1804,14
26145,0,0,0,0,14,16,0,1,63,2010,9
27107,0,0,0,0,13,17,2,0,81,1726,15
17534,2,0,0,0,30,12,0,0,56,2825,8
22153,0,0,0,0,28,23,0,1,85,2283,16
21024,0,0,0,0,27,31,0,0,66,3886,10
3958,0,0,0,0,9,2,0,0,66,566,10
1117,0,0,0,0,15,9,0,0,60,1789,8
13008,0,0,0,0,29,27,0,0,55,3388,10
15646,0,0,0,0,8,15,0,0,80,1041,11
33559,0,1,0,0,15,25,0,0,136,2178,21
26262,0,1,0,0,15,16,1,0,69,2174,11
28029,0,0,0,0,21,13,3,0,94,2983,14
15953,0,0,0,0,2,0,0,0,74,458,13
27238,0,1,0,0,22,29,0,0,107,2678,15
24812,0,0,0,0,29,16,0,0,99,3582,13
14551,0,1,0,0,16,19,0,0,67,2725,12
10766,0,0,0,0,1,2,0,0,60,214,10
35731,0,0,0,0,7,1,1,2,82,545,14
26263,0,0,0,0,27,33,1,0,69,3338,11
24243,0,0,0,0,23,20,0,0,63,2530,11
11163,2,0,0,0,28,23,1,0,58,2685,7
26898,0,0,0,0,15,8,0,0,74,1936,10
28316,0,0,0,0,12,12,1,2,97,1785,18
36180,0,0,0,0,12,10,0,0,115,1448,20
14767,0,0,0,0,3,6,0,0,53,326,9
14924,0,0,0,0,15,6,0,0,67,1497,11
4235,2,1,0,0,8,2,0,0,78,528,14
18515,0,1,0,0,27,40,0,0,75,4916,13
23343,0,0,0,0,46,25,5,1,80,3444,12
42981,1,5,0,1,24,21,0,0,154,3291,24
4981,0,0,0,0,32,31,0,0,59,3363,7
8832,0,0,0,0,13,10,0,0,64,1550,10
25366,0,0,0,0,7,5,0,0,82,806,12
3527,0,0,0,0,35,24,0,0,70,3749,9
12868,0,0,0,0,24,37,0,0,65,3452,10
16778,0,0,0,0,5,3,0,0,63,427,9
11497,0,0,0,0,41,35,0,0,59,5247,11
17273,0,0,0,0,12,8,0,1,69,1426,10
13235,0,0,0,0,17,20,0,0,64,2622,10
34908,0,0,0,0,7,4,1,0,194,1118,33
27984,0,0,0,0,21,27,1,0,93,2861,16
4619,0,0,0,0,14,16,0,0,66,1956,8
7636,0,0,0,0,47,51,0,0,50,5327,9
17434,0,1,0,0,10,8,0,0,87,1568,12
15779,0,1,0,0,2,4,0,0,87,404,13
26872,0,1,0,0,31,24,2,0,87,3251,15
35714,0,0,0,0,26,19,1,0,109,3491,16
13128,0,2,0,0,33,33,0,2,81,3733,11
2814,0,0,0,0,30,36,0,0,52,4842,9
5091,0,0,0,0,39,25,0,1,58,3187,9
4336,2,0,0,0,18,8,0,0,57,1462,10
27599,0,0,0,0,21,22,0,0,99,2762,14
28057,0,0,0,0,17,23,4,0,89,2618,12
923,0,1,0,0,30,30,0,0,63,3261,9
16779,0,0,0,0,6,15,0,0,74,1077,11
14910,0,0,0,0,44,35,0,0,56,4633,8
25294,0,0,0,0,9,14,0,0,91,1845,17
32905,0,0,0,0,23,11,0,1,175,1599,31
41702,0,0,1,0,106,92,17,8,125,10785,21
24892,0,0,0,0,25,17,1,0,78,2203,12
25864,0,0,0,0,16,14,0,0,80,1859,15
42014,0,0,0,0,27,19,0,1,166,2593,26
26196,0,0,0,0,24,30,1,1,69,2478,13
259,0,1,0,0,27,23,0,0,66,3546,9
32374,0,0,1,0,7,6,2,0,98,974,15
17694,0,0,0,0,3,2,0,0,83,304,12
10005,0,1,0,0,15,28,1,0,48,2336,8
42286,0,0,0,1,8,5,0,0,57,1499,9
2207,0,0,0,0,39,32,0,0,63,3837,9
36421,0,2,0,0,1,9,2,0,88,590,12
30393,0,0,0,0,18,36,0,0,87,3418,11
42760,0,0,0,0,18,13,4,0,138,3007,17
34329,0,0,1,0,15,16,0,0,90,1811,14
19629,2,0,0,0,10,5,0,0,71,636,13
7634,2,0,0,0,26,29,0,0,62,3332,10
43322,0,0,0,0,15,18,0,2,83,2582,13
22852,0,0,0,0,24,24,3,0,83,2553,12
31639,0,0,0,1,18,3,1,8,92,1415,14
28153,0,0,0,0,20,27,3,1,88,2473,15
10307,0,0,0,0,44,39,0,0,61,3940,9
9278,0,0,0,0,19,16,0,0,76,2417,10
36422,0,0,0,0,14,21,0,0,108,2385,17
34031,0,0,0,0,0,0,0,1,100,20,15
24867,2,0,0,0,21,19,4,0,79,2304,11
25348,0,0,0,0,22,23,1,0,82,2214,10
17340,0,1,0,0,9,10,0,0,51,962,9
43963,0,0,1,0,62,68,3,0,54,8539,7
17624,2,0,0,0,37,29,0,0,63,3009,10
18892,0,0,0,0,8,15,0,0,48,1334,9
7654,0,0,0,0,68,73,1,0,62,6121,9
33950,0,0,1,0,19,13,0,0,92,2099,12
32223,0,0,0,0,3,2,2,0,113,849,16
30089,0,0,0,0,16,11,1,0,71,1987,15
10146,0,0,0,0,20,22,0,0,60,2835,10
11785,0,0,0,0,22,18,0,0,69,1819,12
18429,0,1,0,0,18,20,0,0,46,2098,5
12657,0,0,0,0,8,11,0,0,47,1115,7
6868,0,0,0,0,24,17,0,0,61,3267,9
116,2,0,0,0,8,4,0,0,62,488,9
33949,0,0,0,0,0,0,0,0,87,1,13
9284,0,0,0,0,14,14,0,0,57,1648,11
32541,0,1,0,0,6,1,0,7,76,720,9
6397,0,0,0,0,5,4,0,0,65,561,11
8067,2,0,1,0,55,49,0,0,64,4459,9
12947,2,1,0,0,5,4,0,0,100,526,13
20970,2,0,0,0,5,2,0,0,80,494,13
33315,0,1,0,0,6,1,1,0,123,914,17
2002,0,2,0,0,22,32,0,0,59,2433,11
20654,0,0,0,0,45,47,0,0,72,5584,12
28801,0,0,0,0,36,38,0,1,81,5350,11
25666,0,0,0,0,26,24,0,1,95,3338,12
33836,0,0,0,0,0,0,0,0,82,1,11
7234,0,0,0,0,28,18,0,0,60,2478,10
34658,1,0,0,0,14,21,2,1,99,2138,13
8076,0,0,0,0,29,35,0,0,54,4074,8
38410,0,0,0,0,10,9,1,0,56,1498,8
30437,0,0,0,0,20,13,1,1,63,1806,11
4306,2,0,0,0,30,21,0,2,77,2372,14
22918,0,0,0,0,16,14,3,1,66,1959,11
5165,2,0,0,0,8,4,0,0,62,590,9
35338,0,0,0,0,13,15,0,0,123,1814,18
33176,0,0,0,1,8,8,0,1,128,787,19
20097,2,0,0,0,19,6,0,0,62,1738,9
33010,0,1,0,0,33,26,1,4,117,3587,17
20416,0,0,0,0,17,18,0,0,61,2656,9
10036,0,0,0,0,24,15,0,0,76,2072,12
36491,0,0,0,0,2,0,0,0,71,100,13
40835,0,0,0,0,5,5,0,0,115,661,18
40622,0,0,0,0,7,2,0,2,79,1426,9
833,0,0,0,0,27,26,0,1,79,2455,14
3317,0,1,0,0,4,3,0,0,65,596,9
4983,0,0,0,0,28,32,0,0,71,3706,9
15016,0,0,0,0,2,1,0,0,76,433,12
1129,0,1,0,0,43,44,0,0,63,3820,10
15633,0,1,0,0,38,33,0,0,74,4968,10
1547,0,0,0,0,31,19,0,0,74,2567,12
25608,0,0,0,0,23,10,1,0,85,1876,15
35958,0,0,0,0,47,31,6,0,88,4773,15
43610,0,0,0,0,17,19,0,5,77,2107,12
29143,0,0,0,0,32,29,2,0,88,3193,16
15135,3,0,1,0,37,47,0,0,48,4536,7
22618,0,0,0,1,19,17,1,1,81,2717,15
40722,0,0,1,0,27,29,2,0,147,2717,23
21628,0,0,0,0,24,13,0,2,89,2049,17
8271,0,0,0,0,2,4,0,0,65,313,10
17275,2,0,0,0,10,11,0,0,65,1156,10
29343,0,0,0,0,11,17,0,0,93,1946,15
42870,0,1,0,0,6,11,0,0,100,864,14
28673,0,0,0,0,21,15,0,1,63,2486,9
9908,0,0,0,0,42,45,1,1,54,4658,8
39998,0,0,0,0,25,21,2,0,106,2446,18
31381,0,0,0,0,49,40,11,1,94,5964,14
34047,0,0,0,0,9,8,1,2,133,2199,20
16851,0,0,0,0,14,16,0,0,66,2006,8
15567,0,1,0,0,20,29,0,0,73,2856,13
449,2,0,0,0,15,10,0,0,49,1724,9
26361,0,0,0,1,13,20,1,3,107,2160,16
10276,0,0,0,0,35,47,1,0,62,4885,8
17312,0,0,0,0,3,4,0,0,65,815,10
23634,0,0,0,0,37,32,2,0,91,3169,17
35562,0,0,1,1,0,0,0,1,82,69,12
26997,0,0,0,0,35,43,3,0,79,3173,12
35896,2,0,0,0,24,35,2,0,80,4368,11
20033,2,1,0,0,53,40,0,0,74,5522,12
1010,0,0,0,0,19,18,0,0,63,2616,9
27471,0,1,0,0,14,31,1,0,86,2224,16
4946,0,0,0,0,3,7,0,0,59,810,8
8047,0,0,0,0,13,11,0,0,54,1475,9
17638,0,3,0,0,7,8,0,0,58,702,8
6840,0,1,0,0,53,47,0,0,66,5662,11
20319,0,0,0,0,33,32,0,0,62,3389,9
34332,1,0,0,0,17,13,2,0,113,2221,20
2497,0,1,0,0,37,43,1,0,69,4111,10
579,2,0,0,0,11,12,0,0,72,1384,11
14078,0,1,0,0,35,17,0,0,70,3090,12
22788,0,0,0,0,22,17,0,0,85,2511,12
37760,0,0,0,0,0,0,0,0,76,1,12
39294,0,0,1,0,33,33,4,1,79,4229,13
34612,0,0,0,0,4,1,0,0,85,372,13
14080,0,0,0,0,4,1,0,0,63,448,10
42659,0,0,0,0,29,20,2,4,78,3032,10
31629,0,0,0,0,11,12,0,0,82,1282,11
4887,0,0,0,0,16,18,0,0,74,2095,11
6931,0,0,0,0,64,39,0,1,59,5760,9
40414,0,0,0,1,34,31,0,1,139,3238,20
34434,0,0,0,0,0,0,0,0,81,1,14
36534,0,1,0,0,4,8,0,1,135,598,22
32238,0,0,0,1,12,15,0,2,105,1262,14
22287,0,1,0,0,19,15,2,1,92,2578,15
10481,2,1,0,0,43,38,1,0,68,4543,10
11010,0,0,0,0,5,4,0,0,67,617,9
24753,0,0,0,0,26,25,0,1,97,3136,15
14037,0,0,0,0,22,31,3,0,67,3758,8
17526,0,1,0,0,5,7,0,0,68,906,9
40966,0,0,0,0,4,2,2,1,83,721,14
43734,0,1,0,0,2,5,0,0,85,649,15
1236,0,0,0,0,36,31,0,0,65,3560,11
36809,0,0,0,0,3,2,1,0,79,425,12
14837,0,0,0,0,10,8,0,0,64,1623,8
23844,0,1,0,0,19,14,0,0,87,2100,15
21669,0,2,0,0,18,24,1,0,91,3076,12
31809,0,0,0,0,17,28,5,2,106,2562,16
43321,0,0,0,0,11,17,0,2,70,2111,10
1624,2,0,0,0,12,14,0,0,69,1290,11
30844,0,1,0,1,52,45,2,0,138,3155,22
39023,0,0,0,0,14,9,0,0,106,2098,17
22932,0,1,0,0,19,21,0,0,101,2435,16
41445,0,5,0,0,22,16,8,0,163,3976,22
23825,2,0,0,0,23,18,7,1,81,2635,12
13798,0,0,0,0,25,25,1,0,68,3350,12
41335,0,1,0,0,41,37,5,0,137,4671,26
2489,2,1,0,0,59,60,1,0,65,7446,9
35791,0,0,0,1,14,7,1,0,115,1766,20
30778,0,0,0,0,19,11,5,9,93,2652,15
20176,0,0,0,0,9,7,0,0,62,1137,10
42569,0,1,0,0,6,7,0,2,109,910,17
24805,0,0,0,0,23,24,0,0,99,2946,16
19335,0,0,0,0,6,3,0,0,64,858,11
13504,0,0,0,0,18,32,0,0,64,2454,10
43236,4,0,0,1,28,9,0,2,81,1539,13
28502,0,0,0,0,16,13,1,0,89,2541,11
27507,0,0,0,0,34,33,3,0,83,3919,13
301,1,0,0,0,10,5,0,0,59,720,10
31079,0,0,0,0,55,53,0,0,153,5403,25
28107,0,0,0,2,26,20,2,1,81,2551,12
31926,0,0,0,0,12,13,0,1,101,2307,14
42657,0,1,0,0,22,24,1,0,123,2333,16
10753,0,0,0,0,21,16,0,0,66,1933,9
3279,0,0,0,0,12,13,0,0,78,1459,12
30285,0,0,0,0,29,23,0,0,93,3381,17
41239,0,0,0,0,44,32,2,1,144,2790,19
31274,0,0,0,0,22,12,4,3,91,2008,13
41480,0,0,0,0,28,32,6,0,94,3673,16
12041,0,0,0,0,25,27,0,0,56,3214,8
17922,2,0,0,0,28,30,0,0,60,2850,9
16283,0,1,0,0,5,4,0,0,66,567,9
18618,2,1,0,0,17,15,0,0,58,1749,8
36935,0,0,0,0,29,24,0,1,72,2949,9
12197,0,0,0,0,23,14,0,0,62,2118,9
36124,0,0,0,0,4,3,1,0,96,580,15
21083,0,0,0,0,23,28,0,0,70,2633,10
22021,0,0,0,0,16,15,1,0,92,1857,16
32098,0,0,0,0,28,19,0,0,79,2211,12
1383,0,1,0,0,17,23,0,0,69,2349,11
5088,0,0,0,0,3,2,0,0,59,478,9
12076,0,0,0,0,17,10,0,0,68,2724,9
27958,0,1,0,0,19,15,0,0,92,2531,13
32997,0,2,0,0,12,23,0,0,180,2173,28
41806,0,0,0,0,11,17,0,0,90,2367,13
42957,0,0,1,0,22,16,6,6,167,2817,27
4342,2,0,0,0,26,17,0,0,80,2559,14
4672,0,0,0,0,47,35,1,0,65,5310,11
28804,2,1,0,0,22,10,0,0,84,1912,12
5030,0,0,0,0,26,18,0,0,56,3188,7
37260,0,0,0,0,3,2,0,0,74,274,14
42913,0,0,1,0,44,45,0,0,114,5060,20
42700,0,1,0,0,28,38,0,0,107,4262,16
28039,0,0,0,0,28,37,1,1,95,3868,12
14777,2,0,0,0,16,11,0,0,50,1406,8
23976,0,0,0,0,38,23,4,1,100,3545,16
5335,0,0,0,0,55,47,0,0,48,5075,6
42475,0,0,0,0,32,28,0,0,100,3539,15
1327,0,0,0,0,33,31,0,0,62,4311,12
4399,0,0,0,0,34,26,0,0,62,3778,10
19093,0,0,0,0,8,8,0,0,67,1234,10
30578,0,0,0,0,5,8,1,0,73,909,13
29576,0,0,0,0,22,36,0,0,82,2508,13
16173,0,0,0,0,12,16,0,0,63,2243,9
43844,0,0,0,0,34,22,0,0,89,4822,15
29101,0,0,0,0,16,7,2,0,87,2041,15
22740,0,1,0,0,15,17,0,1,84,2177,14
26899,0,0,0,0,16,24,3,0,82,2690,12
37896,0,0,0,0,0,0,0,3,94,93,15
8372,0,0,0,0,24,13,0,0,63,1581,11
43471,0,0,0,0,77,68,1,0,87,9450,13
21353,0,0,0,0,29,27,0,0,54,3649,8
15368,0,0,0,0,20,23,0,0,75,2282,11
12632,2,1,0,0,26,24,0,0,75,1889,12
27783,0,0,0,0,25,29,1,4,69,3288,13
6332,2,0,0,0,19,22,0,0,69,2212,11
41929,0,0,0,0,15,15,1,0,90,2482,13
23485,0,1,0,0,28,18,1,0,85,2805,14
12962,0,0,0,0,19,12,0,0,88,2231,13
42728,0,0,1,0,88,91,1,0,120,7825,22
40287,0,0,0,0,3,3,0,0,85,511,14
44404,0,0,0,0,5,8,1,1,54,1134,10
23279,0,0,0,0,22,23,1,0,99,2696,16
13137,0,0,0,0,3,8,0,0,49,586,7
34040,0,0,0,1,8,14,0,2,146,1252,22
20066,0,0,0,0,5,6,0,0,94,737,13
22069,0,0,0,0,10,14,1,2,80,1137,12
17584,2,0,0,0,3,8,0,0,76,647,12
33324,0,0,0,1,10,12,0,1,140,1646,17
44880,0,2,0,0,80,176,3,1,105,15484,16
37265,0,0,0,0,19,18,0,0,96,1917,15
3900,0,0,0,0,26,26,0,0,86,3167,12
30439,0,0,0,0,11,13,0,0,95,1829,14
4551,0,0,0,0,7,13,0,0,70,981,10
27228,0,1,0,0,19,33,1,0,89,2517,15
30442,0,0,0,1,25,39,1,1,88,3123,13
38860,0,1,0,0,55,38,0,0,74,4764,11
7167,0,0,0,0,28,22,0,0,67,2762,11
43980,0,0,0,0,13,7,0,0,78,1510,10
32929,0,0,0,0,48,35,2,0,131,4664,17
29780,0,0,0,0,22,38,6,3,79,2869,13
27459,0,0,0,0,29,33,1,0,98,3935,18
33395,0,1,0,0,0,0,0,0,87,10,13
17049,0,0,0,0,2,2,0,0,67,363,10
36234,0,0,0,0,37,43,2,1,104,4586,14
39300,0,0,0,0,13,12,0,0,148,1436,27
1466,2,1,0,0,12,13,0,0,54,1359,10
18353,0,2,0,0,2,2,0,0,66,394,10
44361,0,0,0,0,9,12,0,0,43,1353,7
43296,0,0,0,0,16,39,0,0,161,3041,24
17256,0,0,0,0,5,5,0,0,58,862,8
34930,2,0,0,0,37,114,1,0,103,5769,17
16783,0,0,0,0,35,40,0,0,50,5070,7
11818,0,0,0,0,7,6,0,0,59,1124,10
14192,2,1,0,0,30,28,0,0,62,3229,9
43887,0,0,1,1,5,11,2,2,68,1288,12
38395,0,0,1,0,17,13,3,0,116,1567,20
42312,0,0,1,0,5,11,0,0,113,896,20
42071,0,0,0,0,10,14,0,0,103,1619,16
3142,0,0,0,0,37,39,0,0,54,3795,8
23794,0,0,0,0,24,25,6,2,76,3189,11
18943,0,0,0,0,15,16,0,0,51,2063,6
35315,0,1,0,0,15,19,1,0,157,2382,23
26202,0,0,0,0,17,12,2,0,80,1563,12
40258,0,0,0,1,19,15,0,0,163,2082,26
30985,0,0,0,1,17,22,2,0,145,2352,19
33691,0,1,0,0,15,23,3,0,143,1993,23
13205,0,1,0,0,4,3,0,0,65,715,9
8387,2,0,0,0,51,54,0,0,64,5291,9
33819,0,0,1,0,1,0,0,0,111,28,18
16679,0,1,0,0,27,34,0,0,57,3540,7
23983,0,0,0,0,14,11,0,0,79,1798,12
22248,0,0,0,0,30,39,0,0,71,3560,12
20225,0,0,0,0,22,20,1,0,62,2326,11
5061,0,0,0,0,24,19,0,0,57,2348,9
29225,0,1,0,0,18,17,1,0,86,2126,11
21019,0,0,0,0,5,7,0,0,67,702,10
27633,0,0,0,0,27,21,0,0,97,3602,16
27436,0,0,0,0,25,29,0,0,79,2786,10
30650,0,0,0,0,50,45,4,1,135,3935,23
4618,2,0,0,0,19,31,0,0,65,2948,10
2059,0,0,0,0,33,35,0,0,77,3439,13
7055,0,1,0,0,29,37,0,0,65,3767,10
21745,0,0,0,0,22,28,2,0,96,2551,15
4397,2,1,0,0,3,2,0,0,58,539,9
621,2,0,0,0,9,9,0,0,63,772,11
38748,0,0,0,0,59,59,0,0,83,8606,14
16170,0,0,0,0,35,25,0,0,54,3047,10
33852,0,0,0,1,8,6,1,5,123,1202,22
21424,0,1,0,0,11,25,1,0,87,2224,15
43,2,0,0,0,7,2,0,0,48,402,8
30383,0,0,0,0,15,11,4,0,73,2549,12
36001,0,0,0,0,5,3,0,0,75,419,10
13964,0,0,0,0,2,2,0,0,65,407,8
15533,2,0,0,0,2,3,0,0,59,609,10
26290,0,0,0,0,19,11,0,0,88,1668,12
12463,0,0,0,0,6,7,0,0,78,985,10
34015,0,0,0,0,12,14,3,0,93,2070,15
39778,0,0,0,1,20,23,0,0,54,2206,8
13383,0,1,0,0,39,48,0,0,53,4419,9
24485,0,0,0,0,28,22,0,0,104,2813,17
82,0,0,0,0,4,4,0,0,65,516,8
12536,0,0,0,0,1,1,0,0,69,198,10
25919,0,0,0,0,29,35,2,0,59,3785,8
18924,0,0,0,0,4,2,0,0,67,396,9
42996,0,0,0,0,49,44,0,0,131,5224,22
41489,0,0,0,0,14,13,1,1,127,1556,20
12701,2,0,0,0,2,3,0,0,102,444,14
17819,0,0,0,0,14,13,0,1,56,2046,9
1876,2,1,0,0,5,2,0,0,71,584,10
29297,0,0,0,0,16,15,0,0,68,1995,11
36864,0,1,0,0,15,12,0,5,93,2137,15
2406,0,0,0,0,5,4,0,0,56,443,7
11082,0,0,0,0,22,21,0,0,41,2560,7
9976,0,0,0,0,22,18,0,0,50,1975,7
41972,0,0,0,1,7,7,2,0,103,822,18
